EPA Region,State,# of Majors in ICIS-NPDES,# of Non-Majors in ICIS-NPDES,# of Majors w/ Pollutant Loadings,# of Non-Majors w/ Pollutant Loadings,% of Majors w/ Pollutant Loadings,% of Non-Majors w/ Pollutant Loadings,Total Pollutant Pounds (lb/yr) for Majors,Total Pollutant Pounds (lb/yr) for Non-Majors,Total Toxic-Weighted Pounds (lb-eq/yr) for Majors,Total Toxic-Weighted Pounds (lb-eq/yr) for Non-Majors
4,MISSISSIPPI,96,1277,96,1217,100,95.30148786,66587676.01,567630764.3,87780.78031,38114.62282
7,MISSOURI,179,3016,176,2561,98.32402235,84.9137931,3492848714,1576308964,573271301.9,5050888.313
8,MONTANA,33,170,32,159,96.96969697,93.52941176,133417606.4,202052040.4,18433.17661,7690.912254
7,NEBRASKA,54,695,54,594,100,85.4676259,81115045.54,1057973229,27256.29768,1087425.012
9,NEVADA,14,96,11,44,78.57142857,45.83333333,600128222.2,0,468373.2821,0
1,NEW HAMPSHIRE,51,46,49,35,96.07843137,76.08695652,19632458.41,7526935.269,28095.77417,1240.748456
2,NEW JERSEY,130,62,121,44,93.07692308,70.96774194,0,0,0,0
6,NEW MEXICO,38,113,37,108,97.36842105,95.57522124,42437877.8,14413656.56,9032.335246,33957.55677
2,NEW YORK,331,1272,328,1100,99.09365559,86.47798742,808455552.9,352415804.6,4125710.477,90322.98858
4,NORTH CAROLINA,227,1139,219,922,96.47577093,80.94820018,82776931102,100250935.1,3304508860,32225.76568
8,NORTH DAKOTA,25,51,25,8,100,15.68627451,58475773.1,0,221556.0739,0
5,OHIO,295,3057,295,2949,100,96.46712463,2658816001,1397279891,715891.1072,220002.7849
6,OKLAHOMA,104,378,104,375,100,99.20634921,189000835.7,351792495.5,52023.14305,6943.537243
10,OREGON,70,291,66,172,94.28571429,59.10652921,73403072.85,39201.45506,222545.938,488.8200319
3,PENNSYLVANIA,406,4099,396,544,97.53694581,13.27152964,1556686086,50123836.09,2283935.501,32003.88253
2,PUERTO RICO,84,175,84,173,100,98.85714286,2525183794,59452698.7,388350.7042,836445.2692
1,RHODE ISLAND,25,67,25,62,100,92.53731343,31271605.02,47715923.98,86394.28701,16169.77627
4,SOUTH CAROLINA,166,303,163,294,98.19277108,97.02970297,402978312.9,12278957,171498.2526,4308.992444
8,SOUTH DAKOTA,24,311,24,275,100,88.4244373,12674964.48,61013180.72,5936.077052,4325.371651
4,TENNESSEE,163,1118,161,560,98.77300613,50.08944544,1127064079,759290696.6,708836.0855,256612.9648
6,TEXAS,722,2253,712,2114,98.61495845,93.83044829,923784384.7,3558725789,1456855.275,868153.7461
8,UTAH,39,135,38,88,97.43589744,65.18518519,365707356.7,276697646.6,5123561.473,27896.62652
1,VERMONT,34,124,34,91,100,73.38709677,30362733.38,526289.3575,14442.30962,2.636611953
2,VIRGIN ISLANDS,8,68,8,65,100,95.58823529,50048626.39,73543945.03,1657.466006,123986.9065
3,VIRGINIA,141,733,116,148,82.26950355,20.19099591,627048374.8,1337812.257,32272.87792,3600.441915
10,WASHINGTON,73,386,53,234,72.60273973,60.62176166,52932550.54,5664046.703,92788.90401,80037.48999
3,WEST VIRGINIA,93,1300,93,1205,100,92.69230769,1026180971,1583615640,227018964.5,315438.1862
5,WISCONSIN,130,917,130,445,100,48.52780807,156283057.5,21934590.66,69768.48199,173.5745237
8,WYOMING,17,624,17,567,100,90.86538462,4952872.038,642611458.3,2844.832305,91617495.13
